id,weekly_increase_rate_plan
example_0309,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0310,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0311,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0312,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0313,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0314,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0315,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0316,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0317,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0318,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0319,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0320,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0321,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0322,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 80%x5
SET2 90%x3
SET3 100%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0323,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0324,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0325,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0326,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0327,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0328,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0329,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0330,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0331,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0332,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0333,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0334,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0335,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0336,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0337,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0338,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0339,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 45%x3
SET2 50%x3
SET3 55%x3+

Week3
SET1 50%x5
SET2 55%x3
SET3 60%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0340,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0341,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0342,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0343,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0344,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 55%x5
SET2 60%x3
SET3 65%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0345,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0346,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0347,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0348,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0349,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 80%x5
SET2 90%x3
SET3 100%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0350,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0351,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0352,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0353,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0354,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 45%x3
SET2 50%x3
SET3 55%x3+

Week3
SET1 50%x5
SET2 55%x3
SET3 60%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0355,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0356,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0357,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0358,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 55%x5
SET2 65%x3
SET3 75%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0359,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0360,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0361,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0362,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0363,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0364,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0365,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0366,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0367,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0368,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 55%x5
SET2 60%x3
SET3 65%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0369,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0370,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0371,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0372,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0373,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0374,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 45%x3
SET2 50%x3
SET3 55%x3+

Week3
SET1 50%x5
SET2 55%x3
SET3 60%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0375,"Week1
SET1 45%x5
SET2 55%x5
SET3 65%x5+

Week2
SET1 55%x3
SET2 65%x3
SET3 75%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0376,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0377,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0378,"Week1
SET1 50%x5
SET2 55%x5
SET3 60%x5+

Week2
SET1 60%x3
SET2 65%x3
SET3 70%x3+

Week3
SET1 70%x5
SET2 75%x3
SET3 80%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0379,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 55%x5
SET2 60%x3
SET3 65%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0380,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 55%x5
SET2 60%x3
SET3 65%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0381,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0382,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 50%x3
SET2 60%x3
SET3 70%x3+

Week3
SET1 60%x5
SET2 70%x3
SET3 80%x1+

Week4
SET1 50%x5
SET2 60%x5
SET3 70%x5
"
example_0383,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0384,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 80%x5
SET2 90%x3
SET3 100%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0385,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0386,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0387,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 75%x3
SET2 80%x3
SET3 85%x3+

Week3
SET1 85%x5
SET2 90%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0388,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0389,"Week1
SET1 65%x5
SET2 70%x5
SET3 75%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0390,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0391,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0392,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0393,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0394,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0395,"Week1
SET1 40%x5
SET2 45%x5
SET3 50%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 60%x5
SET2 65%x3
SET3 70%x1+

Week4
SET1 50%x5
SET2 55%x5
SET3 60%x5
"
example_0396,"Week1
SET1 60%x5
SET2 65%x5
SET3 70%x5+

Week2
SET1 70%x3
SET2 75%x3
SET3 80%x3+

Week3
SET1 80%x5
SET2 85%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0397,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0398,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0399,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0400,"Week1
SET1 50%x5
SET2 60%x5
SET3 70%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0401,"Week1
SET1 40%x5
SET2 50%x5
SET3 60%x5+

Week2
SET1 45%x3
SET2 55%x3
SET3 65%x3+

Week3
SET1 50%x5
SET2 60%x3
SET3 70%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0402,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0403,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
example_0404,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 55%x3
SET2 60%x3
SET3 65%x3+

Week3
SET1 65%x5
SET2 70%x3
SET3 75%x1+

Week4
SET1 60%x5
SET2 65%x5
SET3 70%x5
"
example_0405,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0406,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 70%x3
SET2 80%x3
SET3 90%x3+

Week3
SET1 75%x5
SET2 85%x3
SET3 95%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0407,"Week1
SET1 65%x5
SET2 75%x5
SET3 85%x5+

Week2
SET1 75%x3
SET2 85%x3
SET3 95%x3+

Week3
SET1 85%x5
SET2 95%x3
SET3 105%x1+

Week4
SET1 30%x5
SET2 40%x5
SET3 50%x5
"
example_0408,"Week1
SET1 55%x5
SET2 65%x5
SET3 75%x5+

Week2
SET1 60%x3
SET2 70%x3
SET3 80%x3+

Week3
SET1 65%x5
SET2 75%x3
SET3 85%x1+

Week4
SET1 60%x5
SET2 70%x5
SET3 80%x5
"
example_0409,"Week1
SET1 55%x5
SET2 60%x5
SET3 65%x5+

Week2
SET1 65%x3
SET2 70%x3
SET3 75%x3+

Week3
SET1 75%x5
SET2 80%x3
SET3 85%x1+

Week4
SET1 30%x5
SET2 35%x5
SET3 40%x5
"
example_0410,"Week1
SET1 60%x5
SET2 70%x5
SET3 80%x5+

Week2
SET1 65%x3
SET2 75%x3
SET3 85%x3+

Week3
SET1 70%x5
SET2 80%x3
SET3 90%x1+

Week4
SET1 40%x5
SET2 50%x5
SET3 60%x5
"
example_0411,"Week1
SET1 45%x5
SET2 50%x5
SET3 55%x5+

Week2
SET1 50%x3
SET2 55%x3
SET3 60%x3+

Week3
SET1 55%x5
SET2 60%x3
SET3 65%x1+

Week4
SET1 40%x5
SET2 45%x5
SET3 50%x5
"
